#multi:
 cart  mass A  
t x y x y 
5.487478E0 5.684371E-2 -4.746146E-2 5.131784E-2 -4.301592E-1
5.504157E0 5.705695E-2 -4.747611E-2 6.162308E-2 -4.298436E-1
5.520836E0 5.715408E-2 -4.749603E-2 7.149643E-2 -4.290492E-1
5.537516E0 5.730649E-2 -4.741430E-2 8.103027E-2 -4.277664E-1
5.554195E0 5.728050E-2 -4.744672E-2 9.088069E-2 -4.266134E-1
5.570874E0 5.735667E-2 -4.746521E-2 1.005394E-1 -4.251900E-1
5.587554E0 5.744995E-2 -4.736743E-2 1.096822E-1 -4.231731E-1
5.604233E0 5.743346E-2 -4.740061E-2 1.182419E-1 -4.212909E-1
5.620912E0 5.759928E-2 -4.735635E-2 1.266231E-1 -4.190951E-1
5.637591E0 5.788001E-2 -4.741283E-2 1.343944E-1 -4.169736E-1
5.654271E0 5.801070E-2 -4.743830E-2 1.410854E-1 -4.148441E-1
5.670950E0 5.803934E-2 -4.743916E-2 1.471853E-1 -4.127559E-1
5.687629E0 5.814764E-2 -4.733956E-2 1.519476E-1 -4.107360E-1
5.704308E0 5.813534E-2 -4.737937E-2 1.561168E-1 -4.091052E-1
5.720988E0 5.816458E-2 -4.740883E-2 1.593205E-1 -4.075962E-1
5.737667E0 5.814369E-2 -4.743209E-2 1.616379E-1 -4.061629E-1
5.754346E0 5.815750E-2 -4.736885E-2 1.628248E-1 -4.052572E-1
5.771025E0 5.813758E-2 -4.738329E-2 1.629933E-1 -4.046148E-1
5.787705E0 5.819277E-2 -4.739758E-2 1.618572E-1 -4.042286E-1
5.804384E0 5.827787E-2 -4.734428E-2 1.599954E-1 -4.042804E-1
5.821063E0 5.841291E-2 -4.735539E-2 1.569494E-1 -4.047315E-1
5.837743E0 5.859354E-2 -4.735080E-2 1.529612E-1 -4.057382E-1
5.854422E0 5.879887E-2 -4.736654E-2 1.482915E-1 -4.066604E-1
5.871101E0 5.881937E-2 -4.738162E-2 1.430215E-1 -4.079758E-1
5.887780E0 5.892608E-2 -4.729517E-2 1.368955E-1 -4.091709E-1
5.904460E0 5.891733E-2 -4.728648E-2 1.296334E-1 -4.107002E-1
5.921139E0 5.891707E-2 -4.721727E-2 1.218706E-1 -4.120664E-1
5.937818E0 5.877846E-2 -4.718722E-2 1.131041E-1 -4.132377E-1
5.954497E0 5.940346E-2 -4.722025E-2 1.044698E-1 -4.147789E-1
5.971177E0 5.991919E-2 -4.727128E-2 9.552666E-2 -4.160233E-1
5.987856E0 5.991613E-2 -4.715742E-2 8.591778E-2 -4.170399E-1
6.004535E0 6.019176E-2 -4.700873E-2 7.471702E-2 -4.179333E-1
6.021214E0 6.045454E-2 -4.669212E-2 6.488721E-2 -4.183756E-1
6.037894E0 6.088187E-2 -4.697735E-2 5.506361E-2 -4.187900E-1
6.054573E0 6.161029E-2 -4.674356E-2 4.624471E-2 -4.190394E-1
6.071252E0 6.233328E-2 -4.660517E-2 3.750782E-2 -4.189511E-1
6.087931E0 6.274717E-2 -4.659037E-2 2.569742E-2 -4.180352E-1
6.104611E0 6.330530E-2 -4.640758E-2 1.817623E-2 -4.176173E-1
6.121290E0 6.328689E-2 -4.601871E-2 8.565808E-3 -4.151103E-1
6.137969E0 6.274075E-2 -4.510258E-2 1.044611E-3 -4.146924E-1
6.154649E0 6.286536E-2 -4.474760E-2 -4.806696E-3 -4.138670E-1
6.171328E0 6.313688E-2 -4.459245E-2 -1.097378E-2 -4.125688E-1
6.188007E0 6.365903E-2 -4.412710E-2 -1.631681E-2 -4.113228E-1
6.204686E0 6.379276E-2 -4.403644E-2 -2.091932E-2 -4.099682E-1
6.221366E0 6.416395E-2 -4.392009E-2 -2.370931E-2 -4.100915E-1
6.238045E0 6.475978E-2 -4.385328E-2 -2.622011E-2 -4.093369E-1
6.254724E0 6.489962E-2 -4.382922E-2 -2.794433E-2 -4.092887E-1
6.271403E0 6.527891E-2 -4.360902E-2 -2.917290E-2 -4.081669E-1
6.288083E0 6.554735E-2 -4.326788E-2 -2.923399E-2 -4.083126E-1
6.304762E0 6.570030E-2 -4.314653E-2 -2.801814E-2 -4.094872E-1
6.321441E0 6.586015E-2 -4.315685E-2 -2.608908E-2 -4.100069E-1
6.338120E0 6.583780E-2 -4.318561E-2 -2.281997E-2 -4.115539E-1
6.354800E0 6.576307E-2 -4.319522E-2 -1.941325E-2 -4.124462E-1
6.371479E0 6.571240E-2 -4.320195E-2 -1.453721E-2 -4.141914E-1
6.388158E0 6.567698E-2 -4.336836E-2 -9.374929E-3 -4.151776E-1
6.404837E0 6.563098E-2 -4.336580E-2 -2.913927E-3 -4.169400E-1
6.421517E0 6.560599E-2 -4.345150E-2 4.218462E-3 -4.181660E-1
6.438196E0 6.559879E-2 -4.339687E-2 1.195889E-2 -4.203373E-1
6.454875E0 6.560403E-2 -4.333439E-2 2.051367E-2 -4.217742E-1
6.471555E0 6.559282E-2 -4.319184E-2 2.907839E-2 -4.224533E-1
6.488234E0 6.558533E-2 -4.320652E-2 3.799807E-2 -4.235685E-1
6.504913E0 6.557517E-2 -4.320185E-2 4.771445E-2 -4.240583E-1
6.521592E0 6.556978E-2 -4.320802E-2 5.703910E-2 -4.245527E-1
6.538272E0 6.562421E-2 -4.329284E-2 6.795461E-2 -4.252205E-1
6.554951E0 6.560615E-2 -4.328287E-2 7.810064E-2 -4.250730E-1
6.571630E0 6.558444E-2 -4.327877E-2 8.618357E-2 -4.234434E-1
6.588309E0 6.557204E-2 -4.312848E-2 9.542437E-2 -4.225528E-1
6.604989E0 6.556834E-2 -4.305830E-2 1.046848E-1 -4.217239E-1
6.621668E0 6.556162E-2 -4.309003E-2 1.130629E-1 -4.201010E-1
6.638347E0 6.550300E-2 -4.312196E-2 1.208903E-1 -4.182164E-1
6.655026E0 6.543177E-2 -4.324449E-2 1.279779E-1 -4.164065E-1
6.671706E0 6.545890E-2 -4.324211E-2 1.340607E-1 -4.145996E-1
6.688385E0 6.541629E-2 -4.323944E-2 1.398248E-1 -4.125299E-1
6.705064E0 6.556519E-2 -4.341942E-2 1.449052E-1 -4.105899E-1
6.721744E0 6.558615E-2 -4.360388E-2 1.493313E-1 -4.090208E-1
6.738423E0 6.551586E-2 -4.361296E-2 1.527005E-1 -4.073646E-1
6.755102E0 6.537527E-2 -4.384142E-2 1.555180E-1 -4.059555E-1
6.771781E0 6.525473E-2 -4.393401E-2 1.567805E-1 -4.046852E-1
6.788461E0 6.509297E-2 -4.399767E-2 1.573590E-1 -4.038809E-1
6.805140E0 6.478770E-2 -4.403169E-2 1.573959E-1 -4.034231E-1
6.821819E0 6.470492E-2 -4.405622E-2 1.565178E-1 -4.033282E-1
6.838498E0 6.452818E-2 -4.401823E-2 1.543663E-1 -4.035064E-1
6.855178E0 6.443967E-2 -4.403003E-2 1.512308E-1 -4.040756E-1
6.871857E0 6.430854E-2 -4.400099E-2 1.478432E-1 -4.045501E-1
6.888536E0 6.419749E-2 -4.400614E-2 1.431462E-1 -4.052134E-1
6.905215E0 6.418489E-2 -4.403074E-2 1.378254E-1 -4.062906E-1
6.921895E0 6.393534E-2 -4.392075E-2 1.316522E-1 -4.074490E-1
6.938574E0 6.386449E-2 -4.381477E-2 1.251173E-1 -4.087116E-1
6.955253E0 6.384802E-2 -4.371018E-2 1.176922E-1 -4.100135E-1
6.971932E0 6.382738E-2 -4.358644E-2 1.096445E-1 -4.115625E-1
6.988612E0 6.382407E-2 -4.300435E-2 1.014977E-1 -4.125155E-1
7.005291E0 6.382517E-2 -4.298986E-2 9.293035E-2 -4.135782E-1
7.021970E0 6.374378E-2 -4.303683E-2 8.395918E-2 -4.142679E-1
7.038650E0 6.373711E-2 -4.317359E-2 7.485836E-2 -4.149039E-1
7.055329E0 6.370606E-2 -4.317284E-2 6.562184E-2 -4.152439E-1
7.072008E0 6.363127E-2 -4.333878E-2 5.660134E-2 -4.153397E-1
7.088687E0 6.351100E-2 -4.330109E-2 4.742658E-2 -4.152211E-1
7.105367E0 6.356304E-2 -4.331394E-2 3.892361E-2 -4.151007E-1
7.122046E0 6.361162E-2 -4.329209E-2 3.058704E-2 -4.151676E-1
7.138725E0 6.364891E-2 -4.311374E-2 2.026545E-2 -4.142746E-1
7.155404E0 6.367030E-2 -4.288656E-2 1.357994E-2 -4.126032E-1
7.172084E0 6.367997E-2 -4.272274E-2 6.894431E-3 -4.117675E-1
7.188763E0 6.370228E-2 -4.238418E-2 1.462455E-3 -4.113497E-1
7.205442E0 6.371531E-2 -4.226697E-2 -4.699594E-3 -4.119446E-1
7.222121E0 6.372075E-2 -4.228171E-2 -9.548807E-3 -4.112592E-1
7.238801E0 6.372129E-2 -4.224950E-2 -1.274738E-2 -4.115877E-1
7.255480E0 6.371494E-2 -4.213047E-2 -1.650728E-2 -4.105430E-1
7.272159E0 6.371385E-2 -4.203708E-2 -1.972958E-2 -4.104401E-1
7.288838E0 6.372094E-2 -4.211349E-2 -2.125382E-2 -4.101494E-1
7.305518E0 6.365694E-2 -4.180695E-2 -2.228513E-2 -4.102770E-1
7.322197E0 6.365858E-2 -4.160302E-2 -2.229783E-2 -4.104158E-1
7.338876E0 6.367628E-2 -4.157772E-2 -2.126095E-2 -4.110045E-1
7.355556E0 6.369045E-2 -4.139726E-2 -1.944481E-2 -4.116404E-1
7.372235E0 6.365129E-2 -4.126650E-2 -1.672930E-2 -4.123380E-1
7.388914E0 6.367451E-2 -4.123100E-2 -1.339629E-2 -4.133045E-1
7.405593E0 6.368807E-2 -4.121527E-2 -9.201181E-3 -4.142814E-1
7.422273E0 6.369845E-2 -4.129222E-2 -4.385946E-3 -4.153093E-1
7.438952E0 6.370681E-2 -4.134850E-2 1.919662E-3 -4.168546E-1
7.455631E0 6.367773E-2 -4.130626E-2 8.129665E-3 -4.175790E-1
7.472310E0 6.363124E-2 -4.134578E-2 1.491116E-2 -4.183989E-1
7.488990E0 6.358622E-2 -4.126010E-2 2.239095E-2 -4.193593E-1
7.505669E0 6.360313E-2 -4.094481E-2 3.037481E-2 -4.203453E-1
7.522348E0 6.362548E-2 -4.062454E-2 3.896113E-2 -4.209176E-1
7.539027E0 6.370020E-2 -4.054935E-2 4.870465E-2 -4.219514E-1
7.555707E0 6.369083E-2 -4.055023E-2 5.651591E-2 -4.210164E-1
7.572386E0 6.361268E-2 -4.077973E-2 6.582345E-2 -4.208618E-1
7.589065E0 6.361161E-2 -4.078351E-2 7.407839E-2 -4.201907E-1
7.605745E0 6.355828E-2 -4.074721E-2 8.283228E-2 -4.191803E-1
7.622424E0 6.358367E-2 -4.068451E-2 9.098388E-2 -4.183925E-1
7.639103E0 6.361094E-2 -4.033913E-2 9.954419E-2 -4.173442E-1
7.655782E0 6.361968E-2 -4.002758E-2 1.064049E-1 -4.159574E-1
7.672462E0 6.361059E-2 -3.986855E-2 1.132624E-1 -4.142687E-1
7.689141E0 6.362739E-2 -3.966050E-2 1.198532E-1 -4.125555E-1
7.705820E0 6.350624E-2 -3.985127E-2 1.256207E-1 -4.108231E-1
7.722499E0 6.354563E-2 -3.973900E-2 1.308569E-1 -4.090242E-1
7.739179E0 6.352080E-2 -3.976729E-2 1.355887E-1 -4.073591E-1
7.755858E0 6.352329E-2 -3.996112E-2 1.391593E-1 -4.057225E-1
7.772537E0 6.355229E-2 -3.990643E-2 1.424196E-1 -4.043632E-1
7.789216E0 6.355706E-2 -3.988467E-2 1.445495E-1 -4.032440E-1
7.805896E0 6.357984E-2 -3.969758E-2 1.459159E-1 -4.024563E-1
7.822575E0 6.356089E-2 -3.911046E-2 1.468900E-1 -4.019121E-1
7.839254E0 6.358329E-2 -3.885711E-2 1.465718E-1 -4.016267E-1
7.855933E0 6.363239E-2 -3.844989E-2 1.455439E-1 -4.016276E-1
7.872613E0 6.364507E-2 -3.799152E-2 1.433730E-1 -4.015904E-1
7.889292E0 6.357899E-2 -3.831171E-2 1.407494E-1 -4.016981E-1
7.905971E0 6.360518E-2 -3.821664E-2 1.374790E-1 -4.020396E-1
7.922651E0 6.344089E-2 -3.836977E-2 1.330812E-1 -4.027537E-1
7.939330E0 6.348807E-2 -3.832178E-2 1.279542E-1 -4.036135E-1
7.956009E0 6.356105E-2 -3.823982E-2 1.223731E-1 -4.044997E-1
7.972688E0 6.358836E-2 -3.807015E-2 1.159127E-1 -4.055702E-1
7.989368E0 6.360337E-2 -3.805790E-2 1.093040E-1 -4.066873E-1
8.006047E0 6.360073E-2 -3.808417E-2 1.020859E-1 -4.075315E-1
8.022726E0 6.358042E-2 -3.801752E-2 9.407414E-2 -4.085077E-1
8.039405E0 6.355656E-2 -3.810259E-2 8.613772E-2 -4.093756E-1
8.056085E0 6.353315E-2 -3.811124E-2 7.795321E-2 -4.099815E-1
8.072764E0 6.354775E-2 -3.813052E-2 7.002994E-2 -4.107254E-1
8.089443E0 6.355480E-2 -3.814615E-2 6.158833E-2 -4.111723E-1
8.106122E0 6.357619E-2 -3.815451E-2 5.354872E-2 -4.115182E-1
8.122802E0 6.359178E-2 -3.799375E-2 4.499134E-2 -4.118672E-1
8.139481E0 6.360248E-2 -3.782594E-2 3.530784E-2 -4.113497E-1
8.156160E0 6.360855E-2 -3.747774E-2 2.778664E-2 -4.113497E-1
8.172840E0 6.361718E-2 -3.742967E-2 2.026545E-2 -4.113497E-1
8.189519E0 6.351805E-2 -3.739775E-2 1.316209E-2 -4.109318E-1
8.206198E0 6.354031E-2 -3.756799E-2 9.517142E-3 -4.109159E-1
8.222877E0 6.347666E-2 -3.763063E-2 3.757895E-3 -4.100828E-1
8.239557E0 6.339271E-2 -3.765074E-2 -6.369463E-4 -4.097872E-1
8.256236E0 6.351933E-2 -3.754084E-2 -4.837119E-3 -4.097536E-1
8.272915E0 6.351028E-2 -3.735475E-2 -8.259055E-3 -4.097815E-1
8.289594E0 6.351775E-2 -3.741588E-2 -1.116212E-2 -4.100644E-1
8.306274E0 6.354493E-2 -3.742154E-2 -1.370304E-2 -4.093451E-1
8.322953E0 6.347663E-2 -3.745745E-2 -1.509129E-2 -4.089845E-1
8.339632E0 6.361217E-2 -3.737702E-2 -1.544442E-2 -4.093288E-1
8.356311E0 6.349229E-2 -3.783344E-2 -1.541417E-2 -4.095408E-1
8.372991E0 6.323385E-2 -3.834601E-2 -1.412524E-2 -4.098087E-1
8.389670E0 6.306559E-2 -3.826891E-2 -1.218917E-2 -4.109742E-1
8.406349E0 6.296413E-2 -3.821838E-2 -9.396281E-3 -4.116282E-1
8.423028E0 6.292247E-2 -3.802867E-2 -6.184206E-3 -4.126473E-1
8.439708E0 6.289168E-2 -3.799249E-2 -2.174435E-3 -4.136866E-1
8.456387E0 6.290867E-2 -3.787925E-2 2.623506E-3 -4.140898E-1
8.473066E0 6.288034E-2 -3.786169E-2 7.839146E-3 -4.154119E-1
8.489746E0 6.288592E-2 -3.772993E-2 1.399683E-2 -4.159709E-1
8.506425E0 6.285513E-2 -3.758631E-2 2.052120E-2 -4.169162E-1
8.523104E0 6.286937E-2 -3.756010E-2 2.784750E-2 -4.177316E-1
8.539783E0 6.278281E-2 -3.748789E-2 3.574559E-2 -4.183640E-1
8.556463E0 6.281012E-2 -3.745229E-2 4.285105E-2 -4.185710E-1
8.573142E0 6.278646E-2 -3.741128E-2 5.066218E-2 -4.184908E-1
8.589821E0 6.279567E-2 -3.739728E-2 5.874105E-2 -4.185366E-1
8.606500E0 6.280785E-2 -3.738659E-2 6.629445E-2 -4.178530E-1
8.623180E0 6.279228E-2 -3.728812E-2 7.479258E-2 -4.175999E-1
8.639859E0 6.278893E-2 -3.730213E-2 8.244876E-2 -4.167081E-1
8.656538E0 6.280085E-2 -3.728411E-2 9.010992E-2 -4.157265E-1
8.673217E0 6.280182E-2 -3.721929E-2 9.651387E-2 -4.144110E-1
8.689897E0 6.279456E-2 -3.731377E-2 1.030077E-1 -4.129301E-1
8.706576E0 6.280581E-2 -3.739788E-2 1.094156E-1 -4.113688E-1
8.723255E0 6.277951E-2 -3.751431E-2 1.151811E-1 -4.099297E-1
8.739934E0 6.278782E-2 -3.749343E-2 1.201061E-1 -4.085297E-1
8.756614E0 6.275685E-2 -3.742726E-2 1.247291E-1 -4.070682E-1
8.773293E0 6.275982E-2 -3.743838E-2 1.287251E-1 -4.056136E-1
8.789972E0 6.267603E-2 -3.745448E-2 1.318870E-1 -4.044236E-1
8.806652E0 6.268742E-2 -3.734793E-2 1.342552E-1 -4.031945E-1
8.823331E0 6.274495E-2 -3.754931E-2 1.359406E-1 -4.023477E-1
8.840010E0 6.266866E-2 -3.765688E-2 1.372417E-1 -4.017417E-1
8.856689E0 6.283669E-2 -3.747597E-2 1.366840E-1 -4.015744E-1
8.873369E0 6.281847E-2 -3.733140E-2 1.368619E-1 -4.011923E-1
8.890048E0 6.276051E-2 -3.735700E-2 1.356620E-1 -4.009918E-1
8.906727E0 6.270904E-2 -3.746315E-2 1.335844E-1 -4.012139E-1
8.923406E0 6.272810E-2 -3.749770E-2 1.305970E-1 -4.014868E-1
8.940086E0 6.271945E-2 -3.761075E-2 1.269469E-1 -4.022865E-1
8.956765E0 6.262543E-2 -3.770633E-2 1.224997E-1 -4.031357E-1
8.973444E0 6.266343E-2 -3.755844E-2 1.181183E-1 -4.040207E-1
8.990123E0 6.269191E-2 -3.752258E-2 1.131812E-1 -4.050739E-1
9.006803E0 6.271563E-2 -3.735996E-2 1.074475E-1 -4.060694E-1
9.023482E0 6.273596E-2 -3.744694E-2 1.014149E-1 -4.070193E-1
9.040161E0 6.274393E-2 -3.753012E-2 9.447163E-2 -4.078982E-1
9.056841E0 6.274489E-2 -3.754550E-2 8.758910E-2 -4.089127E-1
9.073520E0 6.273232E-2 -3.752668E-2 8.047341E-2 -4.098089E-1
9.090199E0 6.271381E-2 -3.754663E-2 7.313126E-2 -4.105447E-1
9.106878E0 6.271269E-2 -3.765398E-2 6.539515E-2 -4.112978E-1
9.123558E0 6.271939E-2 -3.779511E-2 5.821842E-2 -4.117998E-1
9.140237E0 6.274388E-2 -3.781578E-2 5.039502E-2 -4.121180E-1
9.156916E0 6.272347E-2 -3.776612E-2 4.354330E-2 -4.124450E-1
9.173595E0 6.268315E-2 -3.765991E-2 3.530784E-2 -4.130211E-1
9.190275E0 6.270177E-2 -3.760227E-2 2.736880E-2 -4.126032E-1
9.206954E0 6.274565E-2 -3.768036E-2 2.193682E-2 -4.121854E-1
9.223633E0 6.272274E-2 -3.793418E-2 1.525132E-2 -4.113497E-1
9.240312E0 6.271017E-2 -3.854584E-2 1.455228E-2 -4.143662E-1
9.256992E0 6.265880E-2 -3.872146E-2 6.363696E-3 -4.111159E-1
9.273671E0 6.266817E-2 -3.893429E-2 3.124711E-3 -4.116493E-1
9.290350E0 6.269234E-2 -3.911841E-2 -4.807503E-4 -4.119409E-1
9.307029E0 6.267484E-2 -3.911236E-2 -3.663564E-3 -4.117484E-1
9.323709E0 6.268510E-2 -3.903313E-2 -6.396685E-3 -4.119835E-1
9.340388E0 6.269534E-2 -3.904659E-2 -8.134599E-3 -4.121224E-1
9.357067E0 6.266668E-2 -3.900327E-2 -9.271157E-3 -4.117953E-1
9.373747E0 6.266257E-2 -3.902002E-2 -9.152604E-3 -4.122971E-1
9.390426E0 6.267132E-2 -3.891886E-2 -8.446174E-3 -4.131936E-1
9.407105E0 6.273151E-2 -3.896135E-2 -7.712619E-3 -4.134842E-1
9.423784E0 6.274997E-2 -3.902045E-2 -5.682786E-3 -4.139618E-1
9.440464E0 6.267300E-2 -3.905472E-2 -2.866502E-3 -4.151275E-1
9.457143E0 6.269108E-2 -3.919734E-2 5.655800E-4 -4.158851E-1
9.473822E0 6.269691E-2 -3.917251E-2 4.662120E-3 -4.167219E-1
9.490501E0 6.269625E-2 -3.924305E-2 9.458904E-3 -4.178812E-1
9.507181E0 6.269937E-2 -3.928690E-2 1.460141E-2 -4.185472E-1
9.523860E0 6.270437E-2 -3.924859E-2 2.061123E-2 -4.191648E-1
9.540539E0 6.276968E-2 -3.928433E-2 2.728069E-2 -4.200498E-1
9.557218E0 6.276236E-2 -3.923411E-2 3.325436E-2 -4.200762E-1
9.573898E0 6.275637E-2 -3.920252E-2 3.971467E-2 -4.202790E-1
9.590577E0 6.274553E-2 -3.924818E-2 4.640399E-2 -4.203340E-1
9.607256E0 6.274547E-2 -3.921721E-2 5.367557E-2 -4.199765E-1
9.623936E0 6.274579E-2 -3.919512E-2 6.145758E-2 -4.202186E-1
9.640615E0 6.272684E-2 -3.917431E-2 6.916372E-2 -4.199040E-1
9.657294E0 6.274901E-2 -3.916853E-2 7.592965E-2 -4.191919E-1
9.673973E0 6.275202E-2 -3.915473E-2 8.260920E-2 -4.183413E-1
9.690653E0 6.275081E-2 -3.914933E-2 8.944342E-2 -4.173246E-1
9.707332E0 6.275007E-2 -3.914445E-2 9.502202E-2 -4.161381E-1
9.724011E0 6.274962E-2 -3.914097E-2 1.014908E-1 -4.150928E-1
9.740690E0 6.274094E-2 -3.921055E-2 1.066645E-1 -4.137321E-1
9.757370E0 6.274296E-2 -3.920966E-2 1.119572E-1 -4.122641E-1
9.774049E0 6.274383E-2 -3.919629E-2 1.165102E-1 -4.110312E-1
9.790728E0 6.274007E-2 -3.918716E-2 1.206066E-1 -4.097706E-1
9.807407E0 6.273762E-2 -3.917682E-2 1.239656E-1 -4.086181E-1
9.824087E0 6.274433E-2 -3.917135E-2 1.267005E-1 -4.074456E-1
9.840766E0 6.274111E-2 -3.935386E-2 1.288166E-1 -4.066032E-1
9.857445E0 6.274103E-2 -3.931173E-2 1.300464E-1 -4.058913E-1
9.874124E0 6.273564E-2 -3.927188E-2 1.307894E-1 -4.053250E-1
9.890804E0 6.267111E-2 -3.920251E-2 1.307475E-1 -4.048960E-1
9.907483E0 6.268401E-2 -3.919651E-2 1.299611E-1 -4.047989E-1
9.924162E0 6.268341E-2 -3.926680E-2 1.283965E-1 -4.048940E-1
9.940842E0 6.269085E-2 -3.939026E-2 1.265817E-1 -4.049826E-1
9.957521E0 6.270484E-2 -3.934830E-2 1.239056E-1 -4.053805E-1
9.974200E0 6.272398E-2 -3.939511E-2 1.206306E-1 -4.058901E-1
9.990879E0 6.272218E-2 -3.942262E-2 1.166228E-1 -4.065909E-1
1.000756E1 6.272013E-2 -3.937826E-2 1.123214E-1 -4.074374E-1
1.002424E1 6.271628E-2 -3.933158E-2 1.074356E-1 -4.084047E-1
1.004092E1 6.268950E-2 -3.938447E-2 1.019898E-1 -4.093216E-1
1.005760E1 6.270572E-2 -3.932940E-2 9.602141E-2 -4.101640E-1
1.007428E1 6.271807E-2 -3.929135E-2 8.972518E-2 -4.111163E-1
1.009095E1 6.273668E-2 -3.932394E-2 8.329894E-2 -4.118847E-1
1.010763E1 6.274310E-2 -3.931037E-2 7.674228E-2 -4.125934E-1
1.012431E1 6.274717E-2 -3.930973E-2 7.002567E-2 -4.133204E-1
1.014099E1 6.274452E-2 -3.934184E-2 6.339820E-2 -4.140673E-1
1.015767E1 6.274059E-2 -3.933407E-2 5.656492E-2 -4.147465E-1
1.017435E1 6.273763E-2 -3.940042E-2 4.962897E-2 -4.153156E-1
1.019103E1 6.273867E-2 -3.935641E-2 4.073982E-2 -4.155281E-1
1.020771E1 6.270282E-2 -3.933755E-2 3.530784E-2 -4.151103E-1
1.022439E1 6.271024E-2 -3.934183E-2 2.778664E-2 -4.130211E-1
1.024107E1 6.271502E-2 -3.929899E-2 2.193682E-2 -4.130211E-1
1.025775E1 6.271866E-2 -3.928689E-2 1.608700E-2 -4.138567E-1
1.027443E1 6.272679E-2 -3.927778E-2 1.452574E-2 -4.160390E-1
1.029111E1 6.273646E-2 -3.926938E-2 1.055766E-2 -4.158364E-1
1.030779E1 6.273425E-2 -3.926198E-2 6.837924E-3 -4.155940E-1
1.032446E1 6.273811E-2 -3.925186E-2 3.525447E-3 -4.156308E-1
1.034114E1 6.274579E-2 -3.919447E-2 6.686807E-4 -4.158216E-1
1.035782E1 6.274669E-2 -3.912663E-2 -1.478201E-3 -4.156715E-1
1.037450E1 6.274773E-2 -3.916152E-2 -2.813087E-3 -4.159477E-1
1.039118E1 6.274767E-2 -3.917277E-2 -3.573620E-3 -4.160495E-1
1.040786E1 6.274789E-2 -3.918632E-2 -3.705914E-3 -4.163355E-1
1.042454E1 6.274736E-2 -3.919476E-2 -2.754196E-3 -4.167308E-1
1.044122E1 6.274474E-2 -3.914973E-2 -1.075026E-3 -4.174102E-1
1.045790E1 6.274406E-2 -3.913373E-2 7.010243E-4 -4.177582E-1
1.047458E1 6.274255E-2 -3.914520E-2 3.583451E-3 -4.187722E-1
1.049126E1 6.274202E-2 -3.915655E-2 7.295496E-3 -4.191336E-1
1.050794E1 6.274274E-2 -3.915682E-2 1.134131E-2 -4.200648E-1
1.052462E1 6.276146E-2 -3.915222E-2 1.546622E-2 -4.203391E-1
1.054130E1 6.272528E-2 -3.914491E-2 2.073284E-2 -4.208945E-1
1.055797E1 6.272461E-2 -3.915375E-2 2.573422E-2 -4.210117E-1
1.057465E1 6.272763E-2 -3.915982E-2 3.230242E-2 -4.217661E-1
1.059133E1 6.273047E-2 -3.916561E-2 3.836680E-2 -4.216879E-1
1.060801E1 6.273289E-2 -3.917014E-2 4.442434E-2 -4.216441E-1
1.062469E1 6.273890E-2 -3.917404E-2 5.119591E-2 -4.219735E-1
1.064137E1 6.273590E-2 -3.916298E-2 5.800321E-2 -4.218024E-1
1.065805E1 6.273598E-2 -3.916579E-2 6.429616E-2 -4.209165E-1
1.067473E1 6.282806E-2 -3.917435E-2 7.052101E-2 -4.203336E-1
1.069141E1 6.276596E-2 -3.917056E-2 7.675303E-2 -4.193882E-1
1.070809E1 6.275947E-2 -3.915195E-2 8.300862E-2 -4.186239E-1
1.072477E1 6.275067E-2 -3.914521E-2 8.926252E-2 -4.174927E-1
1.074145E1 6.275632E-2 -3.911418E-2 9.516172E-2 -4.164907E-1
1.075813E1 6.275111E-2 -3.912546E-2 9.982563E-2 -4.152695E-1
1.077480E1 6.274777E-2 -3.907831E-2 1.051048E-1 -4.140537E-1
1.079148E1 6.274419E-2 -3.910056E-2 1.090970E-1 -4.127775E-1
1.080816E1 6.274754E-2 -3.911486E-2 1.132765E-1 -4.116023E-1
1.082484E1 6.276718E-2 -3.913256E-2 1.165763E-1 -4.104108E-1
1.084152E1 6.279018E-2 -3.914295E-2 1.196087E-1 -4.092878E-1
1.085820E1 6.276986E-2 -3.913260E-2 1.215896E-1 -4.084431E-1
1.087488E1 6.276211E-2 -3.905843E-2 1.232613E-1 -4.075862E-1
1.089156E1 6.275726E-2 -3.907337E-2 1.241486E-1 -4.067365E-1
1.090824E1 6.275220E-2 -3.909473E-2 1.247871E-1 -4.064056E-1
1.092492E1 6.275297E-2 -3.910461E-2 1.243476E-1 -4.060511E-1
1.094160E1 6.274905E-2 -3.911836E-2 1.233325E-1 -4.059463E-1
1.095828E1 6.274800E-2 -3.915752E-2 1.217458E-1 -4.059532E-1
1.097496E1 6.273311E-2 -3.911106E-2 1.197234E-1 -4.062738E-1
1.099164E1 6.273483E-2 -3.898728E-2 1.172231E-1 -4.065920E-1
1.100831E1 6.276528E-2 -3.903156E-2 1.139911E-1 -4.071829E-1
1.102499E1 6.275281E-2 -3.905934E-2 1.098611E-1 -4.078452E-1
1.104167E1 6.271373E-2 -3.905027E-2 1.056682E-1 -4.083968E-1
1.105835E1 6.272071E-2 -3.907861E-2 1.008684E-1 -4.092130E-1
1.107503E1 6.272666E-2 -3.908462E-2 9.577079E-2 -4.100218E-1
1.109171E1 6.273399E-2 -3.907113E-2 9.022645E-2 -4.107455E-1
1.110839E1 6.273431E-2 -3.908354E-2 8.449909E-2 -4.117298E-1
1.112507E1 6.274391E-2 -3.909450E-2 7.855164E-2 -4.124175E-1
